st,stf
NE,31
NE,31
FL,12
VA,51
ID,16
NE,31
MN,27
NE,31
MO,29
WY,56
KS,20
KS,20
KS,20
KY,21
TX,48
ND,38
SD,46
TX,48
TX,48
SD,46
OH,39
NC,37
NE,31
MI,26
IA,19
MI,26
MI,26
KS,20
IN,18
TX,48
TX,48
SD,46
IA,19
TX,48
OH,39
NY,36
NY,36
GA,13
CT,9
TX,48
SC,45
AZ,4
TX,48
TX,48
CT,9
MA,25
VT,50
MA,25
MA,25
NH,33
AZ,4
TX,48
TX,48
WI,55
TX,48
AZ,4
TX,48
TX,48
OH,39
OH,39
OH,39
OH,39
MI,26
KY,21
ND,38
WI,55
OK,40
KS,20
FL,12
KS,20
MI,26
IL,17
TX,48
TX,48
NH,33
KY,21
IL,17
MA,25
KS,20
TX,48
KS,20
KS,20
KS,20
TX,48
IA,19
MO,29
MO,29
AZ,4
FL,12
IA,19
AZ,4
IA,19
IA,19
IA,19
IA,19
PA,42
MA,25
MA,25
RI,44
WI,55
MI,26
MI,26
AZ,4
AZ,4
NM,35
WI,55
WI,55
WI,55
WI,55
WI,55
SD,46
TX,48
TX,48
TX,48
TX,48
TX,48
IA,19
WI,55
WI,55
WI,55
WI,55
IL,17
KY,21
WV,54
TX,48
VA,51
MS,28
NC,37
CA,6
FL,12
IA,19
AZ,4
CA,6
CA,6
AZ,4
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
OK,40
OK,40
TX,48
NC,37
FL,12
FL,12
FL,12
FL,12
FL,12
GA,13
FL,12
FL,12
GA,13
FL,12
GA,13
AL,1
FL,12
FL,12
GA,13
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
TX,48
TX,48
TX,48
LA,22
LA,22
MS,28
MS,28
AL,1
GA,13
FL,12
LA,22
LA,22
FL,12
AL,1
MS,28
FL,12
OK,40
OK,40
MO,29
MO,29
OK,40
AR,5
MO,29
IL,17
LA,22
MO,29
LA,22
FL,12
MS,28
MS,28
TX,48
TX,48
TX,48
TX,48
LA,22
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
FL,12
FL,12
FL,12
AL,1
FL,12
FL,12
FL,12
FL,12
TX,48
GA,13
GA,13
NJ,34
NJ,34
NJ,34
GA,13
GA,13
FL,12
TX,48
MS,28
TX,48
TX,48
TX,48
TX,48
FL,12
KS,20
FL,12
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
AR,5
MS,28
MS,28
WI,55
WI,55
TX,48
OK,40
OK,40
OK,40
OK,40
KS,20
OK,40
KS,20
KS,20
KS,20
KS,20
KS,20
MO,29
MO,29
MO,29
MO,29
TN,47
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
GA,13
GA,13
GA,13
GA,13
FL,12
FL,12
FL,12
FL,12
FL,12
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
OK,40
LA,22
OK,40
TX,48
MO,29
IL,17
GA,13
IL,17
IL,17
IL,17
SC,45
SC,45
VA,51
MI,26
MD,24
TX,48
TX,48
FL,12
FL,12
FL,12
FL,12
MS,28
MS,28
SC,45
FL,12
FL,12
FL,12
KS,20
TX,48
TX,48
NE,31
NE,31
TX,48
TX,48
TX,48
OK,40
TX,48
TX,48
LA,22
TX,48
LA,22
LA,22
LA,22
NM,35
AL,1
AR,5
TN,47
KS,20
AR,5
AR,5
AR,5
TN,47
TN,47
MO,29
KY,21
SD,46
AR,5
KY,21
IA,19
KY,21
AR,5
KY,21
IA,19
MO,29
SD,46
SD,46
SD,46
IL,17
SD,46
MO,29
IA,19
IA,19
MO,29
ND,38
IA,19
OK,40
KS,20
OK,40
OK,40
AR,5
AR,5
AR,5
IA,19
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
AZ,4
IA,19
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
IA,19
IL,17
IA,19
OK,40
OK,40
IL,17
IL,17
IA,19
MO,29
IL,17
IL,17
TX,48
TX,48
TX,48
TX,48
AR,5
AR,5
TX,48
TX,48
TX,48
TX,48
TX,48
AR,5
TX,48
AR,5
AR,5
AR,5
AR,5
MS,28
AR,5
AR,5
AR,5
TX,48
AL,1
TX,48
MS,28
MS,28
TN,47
FL,12
GA,13
FL,12
TX,48
LA,22
MO,29
FL,12
GA,13
GA,13
FL,12
FL,12
NC,37
NC,37
TX,48
NE,31
TX,48
OK,40
OK,40
KS,20
OK,40
KS,20
KS,20
KS,20
OK,40
MO,29
OK,40
TX,48
MO,29
AR,5
MO,29
MO,29
MO,29
ID,16
NE,31
CO,8
OK,40
CO,8
CO,8
TX,48
KS,20
KS,20
TX,48
OK,40
KS,20
OK,40
TX,48
TX,48
TX,48
TX,48
TX,48
AR,5
LA,22
MO,29
AL,1
MO,29
AR,5
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
IA,19
IL,17
IL,17
IL,17
IL,17
AR,5
IA,19
IL,17
MO,29
MO,29
IN,18
AL,1
AL,1
MS,28
AL,1
OH,39
OH,39
IL,17
MN,27
MN,27
WI,55
KY,21
KY,21
TN,47
IN,18
IN,18
IN,18
TN,47
PA,42
OH,39
OH,39
OH,39
OH,39
OH,39
PA,42
TN,47
KS,20
TN,47
TN,47
MS,28
NH,33
NC,37
GA,13
TX,48
TX,48
TX,48
SC,45
TX,48
TX,48
TX,48
NC,37
OK,40
TN,47
IN,18
TN,47
AL,1
AL,1
OH,39
AL,1
NC,37
MT,30
VA,51
MO,29
KS,20
TN,47
TX,48
TX,48
TN,47
OK,40
TX,48
OK,40
NC,37
TN,47
MS,28
TX,48
MS,28
SD,46
NC,37
AL,1
TN,47
NC,37
SC,45
SC,45
LA,22
MS,28
OK,40
OK,40
SC,45
TX,48
NC,37
FL,12
AL,1
AL,1
OH,39
OH,39
FL,12
MI,26
OH,39
OH,39
KY,21
MI,26
TX,48
TX,48
MS,28
FL,12
NE,31
FL,12
KS,20
KS,20
OK,40
OK,40
NE,31
KS,20
OK,40
OK,40
NE,31
MO,29
OK,40
AR,5
AR,5
MO,29
MO,29
OK,40
MO,29
OK,40
OK,40
AR,5
AR,5
MO,29
AR,5
MO,29
MO,29
MO,29
MO,29
TN,47
TN,47
MS,28
MS,28
TN,47
MS,28
MS,28
AL,1
MS,28
AL,1
IN,18
AL,1
MS,28
MS,28
MS,28
MS,28
AL,1
IN,18
IN,18
SC,45
AL,1
NC,37
GA,13
MS,28
AL,1
NC,37
GA,13
MI,26
NC,37
SC,45
SC,45
NC,37
GA,13
NC,37
HI,15
SC,45
SC,45
MI,26
NC,37
GA,13
NC,37
GA,13
NC,37
NC,37
IN,18
IN,18
IN,18
NC,37
GA,13
NC,37
SC,45
SC,45
NC,37
NC,37
PA,42
NJ,34
NC,37
NC,37
NC,37
NJ,34
NC,37
NC,37
VA,51
NC,37
NC,37
NC,37
NC,37
GA,13
SC,45
NC,37
NC,37
IN,18
FL,12
OH,39
FL,12
TX,48
MI,26
OK,40
SD,46
IL,17
WI,55
MO,29
IL,17
OK,40
IL,17
IL,17
IL,17
IL,17
AR,5
FL,12
KY,21
IL,17
OK,40
NE,31
MN,27
MO,29
MI,26
MI,26
MI,26
MI,26
OK,40
IN,18
OH,39
TX,48
MO,29
WI,55
IN,18
OH,39
TX,48
IN,18
IN,18
TX,48
TX,48
TX,48
OK,40
TX,48
MO,29
IL,17
IN,18
IA,19
IA,19
IN,18
IA,19
IL,17
KS,20
OK,40
OK,40
IL,17
OK,40
KS,20
MO,29
OK,40
OK,40
MO,29
OK,40
MO,29
IN,18
OK,40
MO,29
OK,40
WV,54
GA,13
TX,48
LA,22
WI,55
TX,48
NH,33
VT,50
TX,48
TX,48
TX,48
IN,18
IN,18
IN,18
IN,18
ME,23
IN,18
MI,26
TX,48
MI,26
CT,9
IL,17
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
NC,37
FL,12
IL,17
ND,38
SD,46
SD,46
ND,38
MN,27
IN,18
IL,17
VA,51
IL,17
MO,29
MD,24
IL,17
MD,24
ND,38
ND,38
OK,40
IA,19
MI,26
ND,38
IL,17
IL,17
IA,19
IN,18
OK,40
IA,19
IL,17
IL,17
IL,17
MN,27
IL,17
IN,18
IL,17
AL,1
SD,46
NC,37
NE,31
IA,19
IA,19
MN,27
MN,27
WI,55
IL,17
IL,17
IL,17
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
IL,17
OH,39
MO,29
IN,18
TX,48
OH,39
TX,48
TX,48
LA,22
KY,21
IN,18
KY,21
ME,23
VT,50
FL,12
IN,18
IN,18
SD,46
SD,46
MN,27
MN,27
TX,48
MI,26
MI,26
IN,18
IN,18
IN,18
OH,39
IN,18
MI,26
MI,26
IN,18
MI,26
IN,18
MI,26
MI,26
OH,39
MI,26
MI,26
IN,18
OH,39
OH,39
OH,39
OH,39
WI,55
OH,39
IN,18
IN,18
IN,18
IN,18
KY,21
KY,21
KY,21
KS,20
OH,39
OH,39
MI,26
CT,9
DE,10
OH,39
MD,24
OH,39
PA,42
PA,42
PA,42
MI,26
PA,42
PA,42
CT,9
NJ,34
PA,42
KY,21
NJ,34
TX,48
NY,36
ND,38
SD,46
SD,46
ND,38
IL,17
SD,46
SD,46
SD,46
ND,38
SD,46
NE,31
NE,31
MN,27
IA,19
IA,19
MI,26
AL,1
OH,39
OH,39
NE,31
NE,31
IN,18
IN,18
SD,46
OK,40
TX,48
TX,48
SD,46
SD,46
MO,29
CO,8
IN,18
OH,39
OH,39
AL,1
WI,55
WI,55
WI,55
FL,12
TX,48
MN,27
OH,39
OH,39
NV,32
MO,29
MO,29
OH,39
CO,8
NM,35
WY,56
WY,56
KY,21
ID,16
WY,56
LA,22
WY,56
SD,46
MO,29
MN,27
MN,27
IL,17
IL,17
MN,27
MN,27
NE,31
CO,8
TX,48
MI,26
OH,39
OH,39
OH,39
WI,55
MI,26
IL,17
IL,17
MI,26
PA,42
IL,17
WI,55
MI,26
MI,26
MA,25
AZ,4
TX,48
SC,45
MT,30
TX,48
WI,55
IL,17
WI,55
IL,17
MI,26
TX,48
CO,8
OK,40
TX,48
IL,17
IN,18
TX,48
OH,39
TX,48
TX,48
AR,5
IL,17
IL,17
OH,39
SD,46
SD,46
CA,6
SD,46
FL,12
MI,26
MI,26
OH,39
GA,13
ND,38
CO,8
WY,56
NY,36
NY,36
NY,36
ME,23
TX,48
SD,46
WI,55
SD,46
CT,9
MN,27
KS,20
MN,27
MN,27
AR,5
TX,48
MN,27
NE,31
SD,46
OK,40
MO,29
IL,17
IL,17
OK,40
LA,22
LA,22
MS,28
CT,9
MA,25
AR,5
TX,48
TX,48
CO,8
CO,8
WY,56
LA,22
LA,22
LA,22
MS,28
TX,48
NC,37
NC,37
NY,36
NY,36
CT,9
CT,9
CT,9
IA,19
OR,41
IA,19
IA,19
IN,18
KS,20
KS,20
OK,40
KS,20
KS,20
MO,29
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
CO,8
KS,20
NE,31
KS,20
IA,19
KS,20
IA,19
IA,19
IA,19
IA,19
MN,27
MO,29
KS,20
KS,20
TX,48
KY,21
IL,17
IL,17
VA,51
PA,42
FL,12
WI,55
NE,31
MN,27
NE,31
IA,19
IA,19
OK,40
TX,48
OK,40
KS,20
OK,40
TX,48
KS,20
MN,27
TX,48
AR,5
KS,20
KS,20
LA,22
FL,12
FL,12
NV,32
GA,13
KS,20
OK,40
KS,20
KS,20
KS,20
OK,40
OK,40
OK,40
KS,20
OK,40
KS,20
OK,40
KS,20
TX,48
AR,5
LA,22
LA,22
LA,22
AL,1
MS,28
MS,28
KS,20
AL,1
GA,13
SC,45
AR,5
AR,5
TX,48
AR,5
AR,5
OK,40
MO,29
TX,48
TX,48
OK,40
TX,48
TX,48
TX,48
AR,5
TX,48
AR,5
AR,5
AR,5
AR,5
AR,5
AR,5
LA,22
AR,5
AR,5
MO,29
MO,29
MS,28
KY,21
KY,21
KY,21
TN,47
MS,28
AL,1
AL,1
TN,47
MS,28
AL,1
MS,28
MS,28
LA,22
MS,28
MS,28
MS,28
LA,22
MS,28
TX,48
TN,47
MS,28
AL,1
AL,1
AL,1
MS,28
PA,42
NJ,34
TX,48
TX,48
AR,5
LA,22
LA,22
MS,28
MS,28
LA,22
MS,28
MO,29
MO,29
IL,17
IL,17
IL,17
IL,17
IL,17
IN,18
TN,47
TN,47
GA,13
SC,45
SC,45
SC,45
SC,45
SC,45
SC,45
TX,48
FL,12
FL,12
TX,48
MO,29
FL,12
AL,1
AL,1
GA,13
OH,39
OH,39
AL,1
AL,1
AL,1
AL,1
AL,1
GA,13
GA,13
GA,13
GA,13
AL,1
AL,1
GA,13
GA,13
GA,13
TX,48
LA,22
LA,22
AL,1
GA,13
GA,13
AL,1
OH,39
TX,48
AR,5
MS,28
MS,28
MS,28
MS,28
MS,28
AL,1
AL,1
AL,1
MD,24
HI,15
FL,12
GA,13
GA,13
AL,1
AL,1
MS,28
LA,22
LA,22
MS,28
FL,12
OK,40
LA,22
LA,22
GA,13
FL,12
FL,12
FL,12
TX,48
LA,22
MS,28
MS,28
LA,22
LA,22
SC,45
MI,26
KS,20
MO,29
OK,40
TX,48
TX,48
TX,48
IL,17
OK,40
SC,45
AL,1
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
LA,22
TN,47
SC,45
SC,45
SC,45
FL,12
FL,12
CO,8
LA,22
LA,22
LA,22
AL,1
GA,13
GA,13
GA,13
IL,17
IL,17
KY,21
KY,21
KY,21
MS,28
AR,5
IL,17
IN,18
AL,1
MI,26
IN,18
MS,28
KY,21
LA,22
KY,21
TN,47
OH,39
TN,47
MS,28
TN,47
MS,28
AL,1
AL,1
NC,37
AL,1
MS,28
NC,37
NC,37
IN,18
GA,13
IL,17
TN,47
IL,17
IL,17
IN,18
IN,18
OH,39
IN,18
IL,17
IL,17
IN,18
IL,17
TN,47
IN,18
IN,18
IL,17
IN,18
KY,21
IL,17
TN,47
IN,18
IN,18
IL,17
TN,47
OH,39
IL,17
NC,37
KY,21
TN,47
IN,18
IL,17
OH,39
AL,1
IN,18
IL,17
KY,21
IN,18
KY,21
KY,21
NC,37
OH,39
TN,47
TN,47
MS,28
OH,39
KY,21
TN,47
OH,39
TN,47
AL,1
TN,47
GA,13
KY,21
KY,21
AL,1
TN,47
TN,47
TN,47
AL,1
TN,47
OH,39
AL,1
KY,21
IN,18
AL,1
KY,21
IN,18
IN,18
KY,21
IN,18
OH,39
OH,39
AL,1
NC,37
KY,21
IN,18
KY,21
TN,47
IN,18
KY,21
MI,26
GA,13
TN,47
KY,21
TN,47
AL,1
MI,26
OH,39
TN,47
KY,21
OH,39
OH,39
TN,47
KY,21
MI,26
MI,26
KY,21
TN,47
GA,13
KY,21
OH,39
TN,47
IN,18
AL,1
KY,21
TN,47
KY,21
MI,26
GA,13
TN,47
TN,47
NY,36
KY,21
TN,47
TN,47
AL,1
KY,21
KY,21
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
VA,51
VA,51
TN,47
TN,47
WV,54
WV,54
WV,54
WV,54
VA,51
WV,54
WV,54
VA,51
VA,51
NC,37
NC,37
AL,1
AL,1
CO,8
TN,47
GA,13
AL,1
SC,45
SC,45
GA,13
SC,45
TX,48
TX,48
TX,48
OK,40
NE,31
NE,31
NE,31
LA,22
MS,28
WI,55
WI,55
MI,26
MI,26
IL,17
IN,18
LA,22
LA,22
NC,37
MO,29
MO,29
TX,48
MO,29
TX,48
IL,17
IL,17
IL,17
IL,17
MO,29
MO,29
MO,29
MO,29
MO,29
MI,26
PA,42
NJ,34
FL,12
TX,48
TX,48
KS,20
KS,20
NE,31
NE,31
TX,48
NE,31
KS,20
KS,20
NE,31
NE,31
OK,40
NE,31
KS,20
NE,31
KS,20
NE,31
TX,48
OK,40
NE,31
SD,46
IL,17
TX,48
WI,55
WI,55
IL,17
MI,26
WI,55
WI,55
AR,5
IL,17
TX,48
TX,48
TX,48
TX,48
MS,28
AL,1
MS,28
OR,41
TX,48
NE,31
NE,31
SD,46
MN,27
MN,27
IA,19
IA,19
IA,19
TX,48
TX,48
TX,48
TX,48
OK,40
OK,40
AL,1
IN,18
TX,48
FL,12
TX,48
NM,35
AR,5
TX,48
TX,48
FL,12
ND,38
ND,38
OK,40
TX,48
AR,5
TX,48
TX,48
TX,48
CO,8
NE,31
NE,31
KS,20
LA,22
FL,12
FL,12
OH,39
FL,12
FL,12
GA,13
MI,26
OH,39
OH,39
FL,12
OH,39
FL,12
FL,12
GA,13
GA,13
GA,13
FL,12
GA,13
SC,45
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
MD,24
MD,24
VA,51
KS,20
NE,31
IA,19
KS,20
MO,29
KS,20
IA,19
IA,19
IA,19
IA,19
KS,20
AR,5
OK,40
OK,40
MO,29
TX,48
TX,48
OK,40
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
IA,19
IL,17
IA,19
IA,19
MI,26
TX,48
KS,20
KS,20
NM,35
OH,39
KS,20
SD,46
SD,46
SD,46
SD,46
SD,46
NE,31
CO,8
SD,46
NE,31
ND,38
MO,29
ND,38
NE,31
TX,48
SD,46
WI,55
OK,40
OK,40
MO,29
CO,8
CO,8
NM,35
TX,48
TX,48
NE,31
TX,48
OK,40
TX,48
LA,22
SC,45
ND,38
NC,37
NC,37
NC,37
NC,37
FL,12
FL,12
TX,48
IA,19
KY,21
IL,17
MN,27
KS,20
IL,17
IL,17
IA,19
IL,17
IL,17
IN,18
KS,20
LA,22
LA,22
LA,22
MS,28
TX,48
TX,48
TX,48
NC,37
NC,37
NC,37
TX,48
TX,48
TX,48
TX,48
TX,48
NM,35
IA,19
TX,48
TX,48
IA,19
TX,48
TX,48
MN,27
TX,48
KS,20
ND,38
ND,38
TX,48
KS,20
MS,28
MN,27
AR,5
IL,17
MS,28
OK,40
OK,40
AR,5
AR,5
TN,47
LA,22
LA,22
TX,48
GA,13
LA,22
TX,48
IN,18
MS,28
LA,22
GA,13
TX,48
MI,26
MS,28
TX,48
LA,22
MI,26
OK,40
OK,40
OK,40
OK,40
KS,20
KS,20
OK,40
OK,40
IL,17
OK,40
IL,17
OK,40
OK,40
OK,40
KS,20
IL,17
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
KS,20
OK,40
OK,40
IL,17
MO,29
OK,40
KS,20
OK,40
MO,29
OK,40
MO,29
MO,29
MO,29
OK,40
LA,22
IA,19
IA,19
WI,55
WI,55
MN,27
WI,55
IL,17
WI,55
MI,26
IL,17
MI,26
PA,42
FL,12
SD,46
KS,20
IN,18
TX,48
TX,48
TX,48
TX,48
TX,48
GA,13
TX,48
LA,22
MS,28
ND,38
ND,38
IL,17
WI,55
WI,55
FL,12
IL,17
MI,26
MS,28
LA,22
NY,36
NY,36
LA,22
AZ,4
TX,48
FL,12
MN,27
IA,19
IA,19
IA,19
IA,19
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
MS,28
WY,56
WY,56
IA,19
IL,17
IL,17
IL,17
IL,17
SD,46
IL,17
IL,17
IL,17
IL,17
IL,17
WI,55
IL,17
IL,17
MI,26
IL,17
IL,17
IL,17
IL,17
IN,18
IL,17
IN,18
IL,17
MI,26
IL,17
IL,17
MI,26
IL,17
IL,17
IL,17
MN,27
TX,48
KS,20
TX,48
NE,31
IL,17
IL,17
IA,19
IL,17
ME,23
IL,17
IL,17
IL,17
KY,21
LA,22
LA,22
AZ,4
AZ,4
AZ,4
FL,12
CT,9
WY,56
WY,56
IL,17
PA,42
SD,46
MI,26
MN,27
IA,19
LA,22
CT,9
MI,26
NE,31
MI,26
MI,26
MI,26
VA,51
AL,1
MN,27
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
TX,48
MN,27
ND,38
MI,26
IL,17
MI,26
MI,26
MI,26
MI,26
MI,26
MI,26
MI,26
TX,48
LA,22
MS,28
LA,22
FL,12
FL,12
AL,1
CA,6
WY,56
ND,38
IA,19
FL,12
SD,46
LA,22
NJ,34
FL,12
MN,27
AZ,4
TX,48
NE,31
CO,8
PA,42
NY,36
PA,42
FL,12
GA,13
OK,40
TX,48
NC,37
IL,17
FL,12
OH,39
NC,37
LA,22
PA,42
LA,22
AZ,4
FL,12
FL,12
FL,12
TX,48
TX,48
TX,48
CO,8
CO,8
CO,8
OH,39
WY,56
WY,56
WY,56
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
NM,35
IA,19
IL,17
IA,19
IL,17
IL,17
MO,29
MO,29
WY,56
ND,38
ND,38
CO,8
CO,8
MS,28
SD,46
NE,31
NE,31
NE,31
PA,42
KS,20
VA,51
OK,40
TX,48
IL,17
LA,22
FL,12
NE,31
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
KS,20
MD,24
AZ,4
ND,38
MN,27
FL,12
OK,40
NE,31
TX,48
TX,48
NY,36
FL,12
NH,33
WY,56
TX,48
TX,48
PR,72
AL,1
KS,20
WI,55
KS,20
KS,20
NE,31
NY,36
AL,1
NC,37
AL,1
FL,12
MS,28
LA,22
LA,22
MS,28
TX,48
IL,17
IL,17
MI,26
MI,26
TX,48
TX,48
MI,26
MI,26
MI,26
TX,48
TX,48
TX,48
AR,5
MS,28
MA,25
NV,32
NM,35
AL,1
CA,6
AZ,4
AZ,4
AZ,4
TX,48
TX,48
TX,48
TX,48
LA,22
TX,48
TX,48
TX,48
TX,48
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
CA,6
MS,28
MS,28
NE,31
NE,31
TX,48
TX,48
TX,48
TX,48
TX,48
OK,40
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
AR,5
TX,48
TX,48
TX,48
TX,48
OK,40
OK,40
MS,28
AL,1
AL,1
AL,1
GA,13
LA,22
GA,13
SC,45
GA,13
VA,51
FL,12
FL,12
FL,12
FL,12
AL,1
AL,1
NC,37
LA,22
LA,22
FL,12
OK,40
LA,22
AR,5
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
AR,5
LA,22
LA,22
LA,22
LA,22
LA,22
MS,28
MS,28
MS,28
MS,28
IL,17
IL,17
IN,18
MS,28
MS,28
AL,1
MS,28
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
FL,12
AL,1
AL,1
AL,1
FL,12
NC,37
FL,12
FL,12
GA,13
LA,22
GA,13
FL,12
FL,12
VA,51
LA,22
LA,22
TX,48
TX,48
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
AL,1
AL,1
NC,37
LA,22
MS,28
FL,12
FL,12
FL,12
GA,13
SC,45
LA,22
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
AR,5
AR,5
AR,5
AR,5
AR,5
AR,5
TN,47
MS,28
MS,28
MS,28
AL,1
AL,1
AL,1
AL,1
GA,13
GA,13
NY,36
MO,29
TN,47
TN,47
GA,13
GA,13
AL,1
KY,21
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
TN,47
TN,47
NC,37
AL,1
AL,1
GA,13
CA,6
AL,1
GA,13
FL,12
GA,13
FL,12
GA,13
GA,13
NC,37
GA,13
NC,37
TX,48
TX,48
LA,22
AL,1
FL,12
FL,12
FL,12
NC,37
FL,12
VA,51
VA,51
DE,10
VA,51
FL,12
TN,47
IA,19
LA,22
IL,17
LA,22
MS,28
MS,28
MS,28
GA,13
GA,13
TN,47
SC,45
NC,37
SC,45
NC,37
SC,45
NC,37
NC,37
VA,51
PA,42
FL,12
TX,48
TX,48
TX,48
OK,40
NE,31
NE,31
TX,48
TX,48
TX,48
TX,48
IL,17
LA,22
AR,5
AR,5
MS,28
MS,28
AL,1
IN,18
AL,1
IN,18
OH,39
PA,42
NJ,34
DE,10
CA,6
CA,6
TX,48
NE,31
FL,12
AL,1
TX,48
TX,48
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
GA,13
FL,12
FL,12
IA,19
WI,55
AR,5
IL,17
IL,17
IL,17
AR,5
MI,26
IL,17
IN,18
IL,17
IN,18
IN,18
TN,47
IN,18
MI,26
IN,18
NE,31
NE,31
MO,29
IA,19
IA,19
MO,29
MO,29
MO,29
MO,29
MO,29
TN,47
TN,47
WV,54
OK,40
MO,29
AR,5
TN,47
TN,47
VA,51
VA,51
NE,31
NE,31
NE,31
FL,12
GA,13
NE,31
KS,20
KS,20
NE,31
NE,31
NE,31
TX,48
TX,48
LA,22
TX,48
LA,22
IL,17
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
IL,17
LA,22
LA,22
IL,17
LA,22
AL,1
LA,22
LA,22
LA,22
LA,22
LA,22
AR,5
AR,5
AR,5
LA,22
OK,40
OK,40
FL,12
KS,20
MS,28
GA,13
GA,13
FL,12
TX,48
TX,48
SD,46
LA,22
MD,24
SD,46
NE,31
NE,31
NE,31
NE,31
SD,46
SD,46
NE,31
NE,31
NE,31
IA,19
IA,19
MS,28
SD,46
MS,28
MS,28
SD,46
MS,28
SD,46
SD,46
TX,48
SD,46
TX,48
IA,19
TX,48
IA,19
IA,19
IA,19
IA,19
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
TX,48
TX,48
WY,56
TX,48
TX,48
AL,1
MS,28
FL,12
LA,22
LA,22
LA,22
TX,48
NE,31
CO,8
TX,48
CO,8
NE,31
NE,31
TX,48
MN,27
IL,17
CO,8
CO,8
CO,8
CO,8
WV,54
CO,8
TX,48
TX,48
TX,48
OK,40
OK,40
OK,40
OK,40
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
FL,12
FL,12
SC,45
SC,45
FL,12
NC,37
NC,37
NC,37
NC,37
NC,37
NC,37
FL,12
ND,38
NC,37
CO,8
CO,8
NC,37
TX,48
TX,48
TX,48
TX,48
ND,38
TX,48
IL,17
AR,5
MI,26
IA,19
MI,26
IL,17
MI,26
MI,26
MI,26
MI,26
OK,40
TX,48
KS,20
CO,8
CO,8
NE,31
KS,20
NE,31
NE,31
NE,31
NE,31
IA,19
TX,48
TX,48
IA,19
IA,19
IA,19
TX,48
TX,48
TX,48
NC,37
TX,48
TX,48
TX,48
TX,48
IL,17
NC,37
ND,38
IN,18
MI,26
MI,26
NE,31
NE,31
NE,31
NE,31
NC,37
IL,17
IL,17
TX,48
PA,42
TX,48
FL,12
TX,48
NM,35
CO,8
NE,31
FL,12
TX,48
KS,20
NE,31
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
MS,28
TX,48
IL,17
IN,18
NE,31
NC,37
VA,51
FL,12
IL,17
FL,12
MI,26
NE,31
NE,31
NE,31
NE,31
FL,12
FL,12
SD,46
SD,46
SD,46
SD,46
SD,46
IA,19
IA,19
IA,19
IA,19
MN,27
MI,26
PA,42
MI,26
WI,55
WI,55
NY,36
MO,29
PA,42
PA,42
PA,42
OK,40
VA,51
VA,51
VA,51
MD,24
OK,40
OK,40
OK,40
NC,37
OK,40
TX,48
TX,48
TX,48
TX,48
TX,48
OK,40
CO,8
GA,13
LA,22
TX,48
TX,48
LA,22
LA,22
TX,48
TX,48
TX,48
TX,48
MS,28
FL,12
IN,18
MN,27
OK,40
OK,40
OK,40
IL,17
IL,17
IA,19
IL,17
IL,17
FL,12
IN,18
IN,18
IN,18
IN,18
LA,22
MI,26
MI,26
MI,26
MI,26
OH,39
