st,stf
WY,56
AR,5
NE,31
NE,31
TX,48
LA,22
TX,48
TX,48
NE,31
NE,31
TX,48
NE,31
TX,48
TX,48
TX,48
SD,46
SD,46
SD,46
AL,1
CO,8
CO,8
CO,8
WY,56
NE,31
MN,27
IL,17
IL,17
IL,17
IA,19
IN,18
IL,17
IN,18
IN,18
OK,40
MO,29
MO,29
MO,29
IN,18
MO,29
TX,48
MO,29
MO,29
WA,53
IL,17
IA,19
OH,39
NY,36
PA,42
NY,36
NY,36
NY,36
NY,36
NY,36
CT,9
NY,36
WV,54
NC,37
AZ,4
NE,31
SD,46
SD,46
ND,38
MT,30
SD,46
CO,8
SD,46
ND,38
NE,31
KS,20
IA,19
KS,20
MT,30
KS,20
MO,29
FL,12
MT,30
KS,20
KS,20
MO,29
NE,31
NE,31
FL,12
FL,12
OH,39
WY,56
OH,39
NC,37
OH,39
OH,39
OH,39
OH,39
OH,39
OH,39
OH,39
OH,39
OH,39
OH,39
IN,18
OH,39
KS,20
OH,39
OH,39
OH,39
OH,39
NY,36
OH,39
OH,39
OH,39
OH,39
OH,39
OH,39
NY,36
OH,39
OH,39
CO,8
OH,39
OH,39
OH,39
OH,39
PA,42
IA,19
IA,19
IA,19
OH,39
OH,39
OH,39
OH,39
OH,39
OH,39
OH,39
PA,42
MI,26
IN,18
FL,12
NY,36
OH,39
OH,39
CT,9
OH,39
OH,39
PA,42
PA,42
TX,48
PA,42
PA,42
PA,42
PA,42
NJ,34
DE,10
DE,10
DE,10
IA,19
IA,19
IA,19
IA,19
KS,20
KS,20
OH,39
IN,18
IN,18
PA,42
NY,36
PA,42
PA,42
PA,42
PA,42
PA,42
PA,42
PA,42
CO,8
CO,8
NC,37
NE,31
KS,20
NE,31
FL,12
MI,26
WI,55
MI,26
FL,12
FL,12
FL,12
PA,42
TX,48
NE,31
NE,31
FL,12
ID,16
OR,41
MT,30
WY,56
WY,56
WY,56
MT,30
IA,19
PA,42
SD,46
SD,46
SD,46
MO,29
IL,17
IL,17
MO,29
MO,29
OH,39
NE,31
AR,5
NE,31
CO,8
KS,20
NE,31
NE,31
NE,31
IL,17
IL,17
IN,18
OH,39
OK,40
IN,18
IN,18
IN,18
IN,18
IN,18
PA,42
NY,36
TX,48
NJ,34
MD,24
DE,10
DE,10
NY,36
CO,8
SD,46
TX,48
CO,8
IN,18
IN,18
IN,18
MT,30
CT,9
NY,36
NY,36
VA,51
CT,9
MD,24
MD,24
NE,31
SC,45
NV,32
PA,42
PA,42
OH,39
SD,46
WI,55
WI,55
SD,46
SD,46
KS,20
LA,22
LA,22
KS,20
KS,20
NC,37
NC,37
VA,51
CO,8
AZ,4
NM,35
CO,8
CO,8
FL,12
GA,13
TX,48
TX,48
LA,22
LA,22
MS,28
MS,28
MS,28
MS,28
LA,22
MS,28
LA,22
MS,28
MS,28
LA,22
LA,22
IL,17
LA,22
LA,22
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
LA,22
LA,22
MS,28
LA,22
LA,22
LA,22
LA,22
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
AL,1
AL,1
AL,1
OH,39
OH,39
TN,47
GA,13
TN,47
MS,28
TN,47
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
DE,10
PA,42
PA,42
PA,42
FL,12
WI,55
WI,55
UT,49
CO,8
TX,48
AZ,4
UT,49
FL,12
FL,12
FL,12
MN,27
MN,27
MN,27
MN,27
OK,40
WI,55
FL,12
NY,36
NY,36
NY,36
NY,36
CO,8
NE,31
KS,20
OK,40
KS,20
OK,40
OK,40
MO,29
KS,20
OK,40
OK,40
KS,20
OK,40
OK,40
TX,48
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
MO,29
WI,55
WI,55
MO,29
MO,29
MO,29
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OH,39
IL,17
IN,18
MI,26
LA,22
TX,48
MN,27
MN,27
FL,12
MN,27
MN,27
MN,27
WI,55
FL,12
CO,8
KY,21
IN,18
CO,8
CO,8
MO,29
MO,29
MO,29
MI,26
TX,48
OH,39
OK,40
OK,40
PA,42
TX,48
UT,49
WI,55
WI,55
WI,55
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
GA,13
OK,40
TX,48
TX,48
KS,20
TX,48
TX,48
WI,55
WI,55
IN,18
IN,18
WI,55
IN,18
WI,55
IN,18
PA,42
MS,28
TX,48
TX,48
MS,28
AZ,4
AZ,4
AZ,4
TX,48
TX,48
LA,22
LA,22
FL,12
TX,48
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
AL,1
NC,37
NC,37
NC,37
NC,37
NC,37
NC,37
NC,37
NC,37
NC,37
NC,37
NC,37
FL,12
FL,12
FL,12
TX,48
LA,22
AL,1
AL,1
GA,13
GA,13
TX,48
TX,48
TX,48
LA,22
LA,22
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
LA,22
LA,22
MS,28
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
AL,1
AL,1
TN,47
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
GA,13
AL,1
AL,1
AL,1
GA,13
GA,13
GA,13
GA,13
IN,18
IN,18
GA,13
IN,18
IN,18
GA,13
IN,18
AL,1
KY,21
KY,21
IN,18
GA,13
KY,21
IN,18
KY,21
IN,18
IN,18
IN,18
GA,13
IN,18
IN,18
OH,39
OH,39
IN,18
GA,13
IN,18
SC,45
SC,45
SC,45
NC,37
NC,37
NC,37
VA,51
VA,51
NC,37
MD,24
VA,51
NC,37
TX,48
AL,1
FL,12
GA,13
GA,13
CA,6
CA,6
CA,6
CA,6
CA,6
CA,6
CA,6
CA,6
CA,6
FL,12
CA,6
CA,6
CA,6
LA,22
LA,22
CA,6
CA,6
CA,6
CA,6
CA,6
TX,48
FL,12
CA,6
GA,13
FL,12
FL,12
CA,6
FL,12
FL,12
FL,12
AZ,4
CA,6
CA,6
AZ,4
AZ,4
CA,6
FL,12
CA,6
AZ,4
MS,28
MS,28
CA,6
MS,28
TN,47
TN,47
KY,21
KY,21
OH,39
TN,47
TN,47
OH,39
TN,47
TN,47
AL,1
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
SC,45
GA,13
GA,13
SC,45
FL,12
CA,6
TX,48
TX,48
TX,48
TX,48
LA,22
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
TX,48
ID,16
ID,16
ID,16
SC,45
SC,45
GA,13
SC,45
NC,37
KS,20
KS,20
OK,40
TX,48
TX,48
OK,40
TX,48
TX,48
OK,40
OK,40
KS,20
OK,40
OK,40
AR,5
AR,5
MS,28
MS,28
MS,28
KS,20
MO,29
LA,22
LA,22
GA,13
SC,45
GA,13
GA,13
DE,10
DE,10
DE,10
TX,48
UT,49
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
TX,48
TX,48
TX,48
TX,48
LA,22
LA,22
TX,48
TX,48
LA,22
TX,48
TX,48
TX,48
TX,48
LA,22
AR,5
SC,45
SC,45
OH,39
OH,39
VA,51
NC,37
MD,24
PA,42
VA,51
VA,51
PA,42
VA,51
PA,42
CA,6
CA,6
AR,5
AR,5
TX,48
TX,48
MO,29
TX,48
MI,26
MI,26
OK,40
OK,40
OK,40
OK,40
AR,5
OK,40
OK,40
MO,29
OK,40
OK,40
MO,29
FL,12
VA,51
KS,20
OK,40
TX,48
TX,48
TX,48
KS,20
KS,20
KS,20
OK,40
KS,20
KS,20
KS,20
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
TX,48
OK,40
MO,29
AL,1
AL,1
AL,1
AL,1
AL,1
GA,13
ID,16
AL,1
AL,1
UT,49
SC,45
TX,48
NE,31
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
NE,31
NE,31
KS,20
UT,49
SD,46
KS,20
KS,20
SD,46
MN,27
OK,40
OK,40
KS,20
KS,20
KS,20
KS,20
NE,31
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
MO,29
MO,29
IA,19
MO,29
SD,46
SD,46
SD,46
IA,19
MN,27
SD,46
MN,27
KS,20
KS,20
KS,20
KS,20
KS,20
NE,31
KS,20
KS,20
MN,27
TX,48
KS,20
KS,20
KS,20
SD,46
SD,46
MN,27
SD,46
KS,20
MN,27
KS,20
TX,48
NE,31
MN,27
TX,48
KS,20
NE,31
NE,31
KS,20
SD,46
MN,27
KS,20
NE,31
KS,20
NE,31
KS,20
MN,27
OK,40
MN,27
OK,40
TX,48
KS,20
KS,20
KS,20
OK,40
TX,48
OK,40
TX,48
OK,40
NE,31
OK,40
OK,40
TX,48
TX,48
TX,48
OK,40
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
IL,17
TN,47
MD,24
GA,13
NE,31
NE,31
NY,36
NY,36
ID,16
AZ,4
KS,20
KS,20
KS,20
TX,48
OK,40
TX,48
TX,48
TX,48
TX,48
TX,48
GA,13
SC,45
NC,37
NC,37
CO,8
CO,8
CO,8
KS,20
KS,20
KS,20
KS,20
IL,17
NM,35
MS,28
SC,45
CO,8
IN,18
CO,8
WY,56
WY,56
TX,48
TX,48
OK,40
TX,48
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
KS,20
KS,20
UT,49
CO,8
OK,40
IN,18
IL,17
IN,18
IN,18
MO,29
MO,29
KY,21
KY,21
NC,37
AR,5
NC,37
NC,37
KY,21
CA,6
PA,42
FL,12
FL,12
NE,31
NE,31
NE,31
NE,31
FL,12
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
KS,20
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
MN,27
SD,46
IA,19
IA,19
IA,19
IA,19
IA,19
MN,27
MN,27
MN,27
MN,27
WI,55
WI,55
MO,29
OK,40
IA,19
WI,55
IA,19
IA,19
MN,27
MN,27
MN,27
MN,27
MN,27
MN,27
WI,55
MN,27
MN,27
OH,39
OH,39
MN,27
WI,55
WI,55
WI,55
OK,40
PA,42
WI,55
MN,27
OK,40
WI,55
WI,55
IL,17
IL,17
WI,55
WI,55
OK,40
WI,55
IL,17
PA,42
WI,55
OK,40
IL,17
IL,17
IA,19
IL,17
WI,55
IN,18
IN,18
IN,18
IL,17
IL,17
IN,18
OK,40
WI,55
IL,17
WI,55
WI,55
WI,55
TX,48
WI,55
IL,17
WV,54
IL,17
NJ,34
PA,42
OK,40
OK,40
OK,40
OK,40
AR,5
TX,48
GA,13
ID,16
MT,30
NE,31
FL,12
ND,38
NE,31
NE,31
SD,46
SD,46
SD,46
NE,31
NE,31
ND,38
NE,31
NE,31
NE,31
IA,19
GA,13
KS,20
FL,12
KY,21
FL,12
NY,36
NY,36
PA,42
ID,16
ID,16
ID,16
ID,16
FL,12
FL,12
CO,8
SD,46
IA,19
TX,48
KS,20
KS,20
KS,20
WI,55
CO,8
MO,29
CO,8
CO,8
KS,20
IA,19
MI,26
IA,19
IA,19
WI,55
WI,55
WI,55
LA,22
MI,26
NY,36
NJ,34
MT,30
MT,30
ND,38
ND,38
MT,30
ND,38
MN,27
NE,31
NE,31
FL,12
NE,31
FL,12
CO,8
WY,56
WY,56
ND,38
NE,31
NE,31
ND,38
NE,31
ND,38
SD,46
NE,31
NE,31
NE,31
SD,46
KS,20
ND,38
SD,46
SD,46
ND,38
SC,45
ND,38
SD,46
SD,46
MN,27
NE,31
SD,46
CO,8
OK,40
OK,40
FL,12
IL,17
IL,17
IL,17
FL,12
NM,35
LA,22
KS,20
NE,31
KS,20
TX,48
NE,31
NE,31
KS,20
NE,31
IL,17
WI,55
WI,55
WI,55
KS,20
FL,12
GA,13
SD,46
SD,46
OH,39
NY,36
MO,29
WY,56
GA,13
IA,19
SD,46
SD,46
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
OH,39
OH,39
OH,39
OH,39
OH,39
OH,39
OH,39
OH,39
FL,12
OH,39
OH,39
OH,39
OH,39
OH,39
KY,21
KY,21
KS,20
KS,20
TN,47
KS,20
MO,29
KS,20
MO,29
TN,47
KS,20
MO,29
KS,20
MO,29
MO,29
MO,29
MO,29
CO,8
MO,29
IN,18
ND,38
ND,38
ND,38
ND,38
ND,38
SD,46
KS,20
ND,38
IA,19
KY,21
KS,20
KS,20
OH,39
NE,31
KS,20
NE,31
KS,20
IL,17
IA,19
IL,17
KS,20
IL,17
IA,19
SD,46
SD,46
MT,30
MT,30
SD,46
NE,31
ND,38
SD,46
ND,38
ND,38
ND,38
NE,31
MN,27
SD,46
NE,31
MN,27
SD,46
NE,31
NE,31
KS,20
KS,20
KS,20
KS,20
KS,20
SC,45
MI,26
WI,55
MI,26
MT,30
KS,20
KS,20
KS,20
KS,20
NE,31
MO,29
MO,29
MO,29
MT,30
MN,27
SD,46
TX,48
SD,46
TX,48
TX,48
CO,8
KS,20
KS,20
KS,20
IA,19
NY,36
IL,17
IL,17
IA,19
NE,31
NE,31
IA,19
IA,19
IA,19
IA,19
MI,26
NE,31
NE,31
NE,31
WI,55
IA,19
WI,55
IA,19
IA,19
MI,26
MN,27
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
KS,20
KS,20
KS,20
KS,20
CT,9
IA,19
IA,19
NJ,34
OH,39
FL,12
NY,36
CO,8
CO,8
CO,8
CO,8
CO,8
SD,46
SD,46
CO,8
CO,8
CO,8
CO,8
CO,8
VA,51
VA,51
FL,12
CO,8
MT,30
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
SD,46
NE,31
WY,56
NE,31
OR,41
FL,12
IA,19
ND,38
IA,19
MI,26
OH,39
SD,46
SD,46
SD,46
MN,27
MN,27
WY,56
MO,29
NC,37
MT,30
CO,8
MT,30
MT,30
WY,56
CO,8
CO,8
CO,8
MT,30
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
MO,29
SD,46
ND,38
ND,38
SD,46
ND,38
NE,31
ND,38
ND,38
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
KS,20
KS,20
KS,20
KS,20
MT,30
NE,31
NE,31
KS,20
KS,20
KS,20
NE,31
NE,31
NE,31
IA,19
NE,31
IA,19
FL,12
PA,42
PA,42
SD,46
SD,46
NE,31
SD,46
ND,38
ND,38
ND,38
ND,38
MN,27
MN,27
MN,27
MN,27
ND,38
MN,27
MN,27
MN,27
ND,38
ND,38
MN,27
MN,27
MN,27
MN,27
WI,55
MI,26
NY,36
NY,36
TX,48
SD,46
MO,29
MO,29
NY,36
NH,33
NC,37
ME,23
NE,31
ID,16
CO,8
MS,28
TN,47
AZ,4
NC,37
VA,51
VA,51
VA,51
VA,51
VA,51
VA,51
VA,51
VA,51
VA,51
VA,51
NC,37
VA,51
VA,51
NC,37
VA,51
VA,51
VA,51
NC,37
VA,51
VA,51
NC,37
VA,51
MN,27
MN,27
MN,27
FL,12
FL,12
FL,12
FL,12
FL,12
IA,19
WI,55
WI,55
WI,55
FL,12
FL,12
NV,32
IA,19
IA,19
UT,49
KS,20
CO,8
MT,30
MT,30
MT,30
MT,30
WY,56
WY,56
WY,56
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
FL,12
IL,17
IL,17
IL,17
IL,17
MT,30
IL,17
IL,17
IN,18
FL,12
FL,12
IA,19
IL,17
IL,17
WY,56
NY,36
NY,36
NJ,34
ND,38
ND,38
ND,38
ND,38
ND,38
IA,19
IL,17
NY,36
AZ,4
FL,12
NE,31
FL,12
NE,31
AZ,4
CA,6
NE,31
NE,31
SD,46
SD,46
SD,46
NE,31
FL,12
MI,26
NY,36
KY,21
ME,23
PA,42
NM,35
NY,36
NY,36
NY,36
NY,36
MD,24
VT,50
FL,12
FL,12
NJ,34
NY,36
FL,12
FL,12
FL,12
WI,55
TX,48
WI,55
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
OK,40
OK,40
MO,29
MO,29
MO,29
OK,40
MO,29
MO,29
MO,29
MO,29
TX,48
TX,48
AR,5
OK,40
KS,20
KS,20
OK,40
TX,48
IL,17
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
MO,29
NY,36
VA,51
VA,51
MD,24
VA,51
DE,10
MD,24
DE,10
MD,24
PA,42
PA,42
NC,37
FL,12
NE,31
OK,40
MO,29
MO,29
MO,29
MO,29
MO,29
OK,40
AR,5
AR,5
AR,5
AR,5
TX,48
TX,48
TX,48
TX,48
TX,48
FL,12
FL,12
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
AR,5
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
FL,12
FL,12
FL,12
GA,13
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
UT,49
CA,6
AR,5
OK,40
AR,5
AR,5
KY,21
MO,29
MO,29
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
MS,28
OH,39
LA,22
MS,28
MS,28
MS,28
OR,41
LA,22
AL,1
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
LA,22
MS,28
MS,28
MS,28
MS,28
NC,37
CA,6
CA,6
AZ,4
CA,6
OR,41
TX,48
TX,48
TX,48
TX,48
MS,28
FL,12
FL,12
FL,12
FL,12
FL,12
CA,6
OK,40
AZ,4
AZ,4
LA,22
LA,22
MS,28
MS,28
AL,1
CA,6
OR,41
MS,28
MS,28
AL,1
GA,13
GA,13
GA,13
CA,6
GA,13
TX,48
TX,48
AL,1
AL,1
GA,13
AL,1
GA,13
GA,13
AL,1
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
SC,45
SC,45
SC,45
AL,1
GA,13
GA,13
SC,45
AL,1
NC,37
NC,37
GA,13
GA,13
SC,45
NC,37
NC,37
ID,16
OK,40
OK,40
OK,40
AL,1
WA,53
WA,53
FL,12
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
MO,29
MO,29
OK,40
OK,40
OK,40
MO,29
AR,5
AR,5
AR,5
MS,28
MS,28
VA,51
PA,42
NJ,34
IA,19
IA,19
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
IL,17
MO,29
IL,17
IN,18
IN,18
IN,18
IN,18
IN,18
IN,18
KY,21
KY,21
KY,21
MO,29
MO,29
OH,39
KY,21
TN,47
KY,21
OH,39
TX,48
TX,48
TX,48
MS,28
AL,1
TX,48
SC,45
PA,42
PA,42
FL,12
FL,12
FL,12
FL,12
TX,48
FL,12
SD,46
WI,55
WI,55
MT,30
MT,30
CA,6
CO,8
CO,8
CO,8
NE,31
NE,31
NE,31
NE,31
SD,46
NE,31
NE,31
CO,8
SD,46
SD,46
SD,46
OK,40
IA,19
MN,27
OK,40
OK,40
TX,48
MN,27
TX,48
TX,48
TX,48
TX,48
TX,48
CA,6
IA,19
MN,27
TX,48
WI,55
TX,48
WI,55
OK,40
WI,55
TX,48
TX,48
TX,48
OK,40
TX,48
TX,48
TX,48
TX,48
OK,40
TX,48
WI,55
OK,40
TX,48
TX,48
FL,12
OK,40
AZ,4
TX,48
TX,48
TX,48
TX,48
TX,48
MS,28
TX,48
OK,40
TX,48
OK,40
MO,29
MO,29
TX,48
TX,48
MS,28
TX,48
TX,48
TX,48
MO,29
MS,28
TX,48
MO,29
MS,28
MO,29
TX,48
TX,48
TX,48
IL,17
IL,17
MO,29
IL,17
IL,17
TX,48
IL,17
IN,18
IN,18
IL,17
IL,17
IN,18
IL,17
IN,18
IN,18
IL,17
TN,47
NY,36
MO,29
TN,47
MO,29
MO,29
MO,29
KY,21
KY,21
MO,29
MO,29
IL,17
IL,17
KY,21
MO,29
KY,21
OH,39
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
LA,22
PA,42
PA,42
KY,21
PA,42
NC,37
TX,48
MS,28
FL,12
FL,12
FL,12
FL,12
FL,12
ND,38
KS,20
IA,19
NE,31
NE,31
NE,31
NE,31
NE,31
NV,32
NE,31
NE,31
KS,20
NE,31
NE,31
NE,31
NE,31
NE,31
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
NM,35
TX,48
NM,35
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TN,47
TX,48
IL,17
TX,48
TX,48
TX,48
FL,12
MT,30
TX,48
FL,12
FL,12
FL,12
NV,32
WY,56
NM,35
NM,35
NM,35
NM,35
ND,38
NE,31
NE,31
ND,38
OH,39
MO,29
TX,48
TX,48
NJ,34
TX,48
TX,48
TX,48
IA,19
TX,48
TX,48
NY,36
NY,36
VA,51
TX,48
TX,48
TX,48
TX,48
NM,35
NM,35
TX,48
TX,48
TX,48
TX,48
LA,22
TX,48
TX,48
LA,22
FL,12
ID,16
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
MN,27
WI,55
WI,55
WY,56
FL,12
TX,48
SD,46
NE,31
IA,19
IA,19
IA,19
MO,29
KS,20
PA,42
SD,46
PA,42
PA,42
SC,45
SD,46
SD,46
SD,46
SD,46
TX,48
IA,19
MT,30
MT,30
IA,19
OK,40
PA,42
NE,31
NE,31
SD,46
SD,46
SD,46
MT,30
SD,46
SC,45
AR,5
SD,46
KS,20
KS,20
CO,8
KS,20
KS,20
KS,20
KS,20
AR,5
KS,20
NE,31
NE,31
NE,31
NE,31
NE,31
CO,8
CO,8
KS,20
KS,20
CO,8
KS,20
OK,40
MS,28
FL,12
TN,47
TN,47
MS,28
TN,47
TN,47
FL,12
TX,48
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
KS,20
CO,8
CO,8
CO,8
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
TX,48
PA,42
KS,20
KS,20
PA,42
ND,38
MN,27
IA,19
IA,19
IA,19
NE,31
IA,19
IA,19
NE,31
NE,31
NE,31
NE,31
WI,55
MI,26
MI,26
NY,36
NY,36
TX,48
FL,12
MN,27
FL,12
TX,48
GA,13
FL,12
MI,26
ME,23
ME,23
GA,13
CO,8
IA,19
IA,19
IA,19
CO,8
IA,19
IA,19
IA,19
IA,19
CO,8
CO,8
IA,19
ND,38
NC,37
MI,26
IA,19
FL,12
KS,20
IN,18
IN,18
TX,48
TX,48
ND,38
NY,36
NC,37
NE,31
FL,12
FL,12
GA,13
MN,27
MN,27
MN,27
MN,27
MN,27
MO,29
MO,29
MO,29
IA,19
MT,30
MT,30
GA,13
TN,47
KY,21
GA,13
KY,21
TN,47
IL,17
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
MS,28
TN,47
MS,28
MS,28
TN,47
AL,1
AL,1
GA,13
GA,13
GA,13
SC,45
AL,1
TN,47
GA,13
SC,45
GA,13
MS,28
AL,1
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
NC,37
NC,37
DE,10
PA,42
NC,37
MN,27
WI,55
FL,12
WI,55
WI,55
FL,12
FL,12
GA,13
GA,13
GA,13
OH,39
OH,39
GA,13
OH,39
NM,35
GA,13
GA,13
NJ,34
CT,9
SD,46
TX,48
SC,45
MN,27
MN,27
MN,27
MN,27
MN,27
MN,27
ME,23
NE,31
NE,31
NE,31
KS,20
NE,31
KS,20
KS,20
IN,18
FL,12
AR,5
NH,33
AR,5
AR,5
AR,5
NJ,34
ND,38
NE,31
WI,55
WI,55
WI,55
WI,55
WI,55
MI,26
NE,31
MI,26
SD,46
PA,42
WI,55
WI,55
MI,26
IA,19
IA,19
SD,46
MI,26
IA,19
IA,19
NE,31
NE,31
SD,46
NE,31
WI,55
SD,46
WI,55
WI,55
MN,27
WI,55
IA,19
IA,19
IA,19
IA,19
OK,40
OK,40
OK,40
OK,40
FL,12
WI,55
WI,55
NM,35
NC,37
MN,27
FL,12
CO,8
SD,46
CO,8
TX,48
MS,28
WY,56
WY,56
NM,35
WY,56
FL,12
MD,24
WY,56
MN,27
CO,8
CO,8
WY,56
FL,12
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
MI,26
MI,26
MI,26
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
SD,46
ND,38
SD,46
IA,19
IA,19
WI,55
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IL,17
IL,17
IA,19
NM,35
PA,42
FL,12
OK,40
OK,40
KS,20
NE,31
NJ,34
VA,51
VA,51
VA,51
MD,24
VA,51
VA,51
DE,10
DE,10
DE,10
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
PA,42
PA,42
PA,42
NC,37
AZ,4
PA,42
CO,8
KS,20
IA,19
FL,12
FL,12
SC,45
CO,8
NJ,34
AL,1
IA,19
KS,20
KS,20
KS,20
TX,48
NC,37
FL,12
ND,38
MN,27
MN,27
MN,27
SD,46
KS,20
MN,27
MN,27
MN,27
MN,27
MN,27
MN,27
IA,19
IL,17
IL,17
IL,17
CO,8
FL,12
SD,46
SD,46
CA,6
CO,8
PA,42
PA,42
IN,18
RI,44
OH,39
FL,12
TX,48
PA,42
PA,42
SC,45
SC,45
SC,45
SC,45
SC,45
SC,45
SC,45
SC,45
SC,45
SC,45
SC,45
GA,13
SC,45
SC,45
GA,13
SC,45
SC,45
SC,45
SC,45
FL,12
SC,45
SC,45
SC,45
NC,37
SC,45
SC,45
SC,45
NC,37
NC,37
NC,37
NC,37
VA,51
MD,24
WV,54
NJ,34
OK,40
WV,54
IA,19
OK,40
NC,37
TX,48
ND,38
ND,38
ND,38
ND,38
ND,38
KY,21
NY,36
TN,47
NY,36
NY,36
SD,46
NY,36
FL,12
ND,38
ND,38
ND,38
MN,27
MN,27
GA,13
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
NY,36
NY,36
NY,36
PA,42
FL,12
FL,12
TX,48
MS,28
TX,48
FL,12
NE,31
KS,20
KS,20
KS,20
NM,35
ID,16
FL,12
TX,48
TX,48
WI,55
ND,38
ND,38
FL,12
SC,45
NC,37
FL,12
FL,12
NC,37
SC,45
FL,12
PA,42
MO,29
MO,29
MO,29
PA,42
PA,42
OH,39
FL,12
FL,12
FL,12
FL,12
GA,13
CO,8
CO,8
CO,8
